,,,,,
Type,ROM,RAM,Battery,RTC,Title
MBC3,2048,32,Yes,-,pokemon_red-blue_2-in-1_(unl)_[s][a1]
MBC3,1024,32,Yes,-,pokemon_revolution_(red_hack)
MBC3,1024,32,Yes,-,pokemon_revolution_v2.0_(red_hack)
MBC3,1024,32,Yes,-,pokemon_rocket_-_james_version_v1.1_(blue_hack)
MBC3,1024,32,Yes,-,pokemon_rocket_-_jessie_version_v1.0_(red_hack)
MBC3,1024,32,Yes,-,pokemon_rocket_-_jessie_version_v1.1_(red_hack)
MBC3,1024,32,Yes,-,pokemon_rocket_-_jessie_version_v1.2_(red_hack)
MBC5,1024,32,Yes,-,pokemon_rocket_edition_v1.0_by_filb_(gelbe_hack)_[c]
MBC5,1024,32,Yes,-,pokemon_rocket_edition_v1.0_by_filb_(yellow_hack)_[c]
MBC3,2048,32,Yes,RTC,pokemon_silver_advance_adventures_(silver_hack)_[c]
MBC5,1024,32,Yes,-,pokemon_tanero_(yellow_hack)_[c]
MBC3,2048,32,Yes,RTC,pokemon_topaz_by_dark_lugia_(silver_hack)_[c]
MBC5,2048,32,Yes,-,pokemon_trading_card_game_(e)_(m3)_(eng-ger-fre)_[c][!]
MBC5,2048,32,Yes,-,pokemon_trading_card_game_(e)_(m3)_(eng-spa-ita)_[c][!]
MBC5,1024,32,Yes,-,pokemon_trading_card_game_(new_character_hack)_[c]
MBC5,1024,32,Yes,-,pokemon_trading_card_game_(u)_[c][!]
MBC3,1024,32,Yes,-,pokemon_trep_edition_v0.01_(blue_hack)_[s]
MBC3,1024,32,Yes,-,pokemon_white_version_by_mb_hacks_(blue_hack)
MBC5,1024,32,Yes,-,pokemon_yellow_upgrade_v2.0_(yellow_hack)_[c]
MBC3,1024,32,Yes,-,pokemon_z_v3.0_(red_hack)_[s]
MBC3,1024,32,Yes,RTC,pokemon_z2_v0.1_(silver_hack)_[c]
MBC5,1024,32,Yes,-,pokimon_rosa_(red_hack)_[c]
MBC1,256,-,-,-,pokonyan!_-_yume_no_daibouken_(j)_[s]
RUMBLE,1024,-,-,-,polaris_snocross_(u)_[c][!]
MBC5,1024,-,-,-,pong_-_the_next_level_(u)_[c][!]
MBC1,64,-,-,-,ponta_to_hinako_no_chindouchuu_-_yuutou_hen_(j)
MBC5,2048,-,-,-,pooh_and_tigger's_hunny_safari_(e)_(m6)_[c]
MBC5,2048,-,-,-,pooh_and_tigger's_hunny_safari_(u)_[c][!]
MBC1,128,-,-,-,pop_'n_twinbee_(e)_[!]
ROM,32,-,-,-,pop_up_(u)_[!]
MBC1,128,-,-,-,popeye_(j)
MBC1,128,-,-,-,popeye_2_(j)
MBC1,128,-,-,-,popeye_2_(u)_(1990)
MBC1,128,-,-,-,popeye_2_(u)_(1993)
MBC5,1024,-,-,-,pop'n_music_gb_(j)_[c][!]
MBC5,1024,-,-,-,pop'n_music_gb_-_animated_melody_(j)_[c][!]
MBC5,1024,-,-,-,pop'n_music_gb_-_disney_tunes_(j)_[c][!]
MBC5,1024,-,-,-,pop'n_pop_(e)_[c][!]
MBC5,1024,-,-,-,pop'n_pop_(j)_[c][!]
MBC1,128,-,-,-,populous_(j)
MBC1,128,-,-,-,populous_(ue)_[!]
MBC5,1024,-,-,-,portal_runner_(u)_[c][!]
MBC1,128,-,-,-,power_mission_(j)_(v1.0)
MBC1,128,-,-,-,power_mission_(j)_(v1.1)
MBC1,128,-,-,-,power_mission_(u)
MBC1,256,32,Yes,-,power_pro_gb_(j)_(v1.0)_[s]
MBC1,256,32,Yes,-,power_pro_gb_(j)_(v1.1)_[s]
MBC5,2048,32,Yes,-,power_pro_kun_pocket_(j)_(v1.0)_[c][!]
MBC5,2048,32,Yes,-,power_pro_kun_pocket_(j)_(v1.1)_[c][!]
MBC5,2048,32,Yes,-,power_pro_kun_pocket_2_(j)_[c][!]
MBC5,1024,-,-,-,power_quest_(e)_(m6)_[c][!]
MBC1,512,8,Yes,-,power_quest_-_gekitou_power_modeler_(j)_[s]
MBC1,64,-,-,-,power_racer_(u)_[!]
MBC5,1024,-,-,-,power_rangers_-_lightspeed_rescue_(u)_[c][!]
MBC5,1024,-,-,-,power_rangers_-_time_force_(u)_[c][!]
MBC5,1024,-,-,-,power_spike_-_pro_beach_volleyball_(u)_[c][!]
MBC5,2048,8,Yes,-,"powerpuff_girls,_the_-_bad_mojo_jojo_(u)_[c][!]"
MBC5,2048,8,Yes,-,"powerpuff_girls,_the_-_battle_him_(u)_[c][!]"
MBC5,2048,8,Yes,-,"powerpuff_girls,_the_-_paint_the_townsville_green_(u)_[c][!]"
MBC5,2048,8,Yes,-,poyon_no_dungeon_room_(j)_[c][!]
MBC5,2048,8,Yes,-,poyon_no_dungeon_room_2_(j)_[c][!]
MBC1,128,-,-,-,prehistorik_man_(j)_[s]
MBC1,128,-,-,-,prehistorik_man_(u)
MBC1,64,-,-,-,pri_pri_-_primitive_princess!_(j)
MBC1,256,-,-,-,primal_rage_(u)_[!]
MBC5,2048,8,Yes,-,prince_naseem_boxing_(e)_(m3)_[c][!]
MBC5,1024,-,-,-,prince_of_persia_(e)_(m5)_[c][!]
MBC1,128,-,-,-,prince_of_persia_(j)
MBC1,128,-,-,-,prince_of_persia_(u)
MBC1,128,-,-,-,prince_yehrude_(unl)
HUC1,32,128,Yes,-,pro_action_replay_(unl)_[!]
ROM,32,-,-,-,pro_action_replay_(unl)_[f1]
MBC5,1024,-,-,-,pro_darts_(u)_[c][!]
MBC1,128,-,-,-,pro_mahjong_kiwame_gb_(j)_[s]
MBC5,1024,8,Yes,-,pro_mahjong_kiwame_gb_ii_(j)_[c][!]
MBC5,1024,8,Yes,-,pro_mahjong_tsuwamono_gb_(j)_[c][!]
MBC5,1024,8,Yes,-,pro_mahjong_tsuwamono_gb2_(j)_[c][!]
MBC5,1024,8,Yes,-,pro_pool_(u)_(m3)_[c][!]
MBC1,128,-,-,-,pro_soccer_(j)
MBC1,128,-,-,-,pro_wrestling_(j)
MBC1,128,-,-,-,probotector_(e)_[!]
MBC1,128,-,-,-,probotector_2_(e)_[s]
MBC5,512,-,-,-,project_s-11_(u)_[c][!]
MBC5,1024,8,Yes,-,puchi_carat_(e)_[c][!]
MBC5,1024,8,Yes,-,puchi_carat_(j)_[c][!]
MBC5,1024,-,-,-,pumuckl's_abenteuer_bei_den_piraten_(g)_[c][!]
MBC5,1024,-,-,-,pumuckl's_abenteuer_im_geisterschloss_(g)_[c][!]
MBC1,128,-,-,-,"punisher,_the_-_the_ultimate_payback_(u)"
MBC1,512,8,Yes,-,purikura_pocket_-_fukanzen_joshikousei_manual_(j)_[s]
MBC1,512,8,Yes,-,purikura_pocket_2_-_kareshi_kaizou_daisakusen_(j)_[s]
MBC5,1024,8,Yes,-,purikura_pocket_3_-_talent_debut_daisakusen_(j)_[s]
MBC1,256,-,-,-,puyo_puyo_(j)_[s]
MBC5,1024,32,Yes,-,puyo_puyo_gaiden_-_puyo_wars_(j)_[c][!]
MBC5,1024,8,Yes,-,puzz_loop_(j)_[c][!]
MBC5,512,-,-,-,puzzle_bobble_4_(j)_[c][!]
MBC1,128,-,-,-,puzzle_bobble_gb_(j)
MBC5,1024,-,-,-,puzzle_bobble_millennium_(j)_[c][!]
ROM,32,-,-,-,puzzle_boy_(j)
MBC1,64,-,-,-,puzzle_boy_ii_(j)
MBC5,1024,8,Yes,-,puzzle_de_shoubuyo!_wootama-chan_(j)_[c][!]
MBC5,1024,-,-,-,puzzle_master_(u)_[c][!]
MBC1,256,-,-,-,puzzle_nintama_rantarou_(j)_[s]
ROM,32,-,-,-,puzzle_road_(j)
MBC5,1024,-,-,-,puzzled_(e)_(m3)_[c][!]
MBC5,1024,-,-,-,puzzled_(u)_[c][!]
MBC1,64,-,-,-,puzznic_(j)
MBC1,64,-,-,-,pyramids_of_ra_(u)
ROM,32,-,-,-,q_billion_(j)
ROM,32,-,-,-,q_billion_(u)_[!]
MBC5,1024,-,-,-,q-bert_(u)_[c][!]
MBC1,64,-,-,-,q-bert_ii_(j)
MBC1,64,-,-,-,q-bert_ii_(ue)_[!]
MBC1,64,-,-,-,qix_(ju)_[!]
MBC5,1024,8,Yes,-,qix_adventure_(e)_[c][!]
MBC5,1024,8,Yes,-,qix_adventure_(j)_[c][!]
MBC1,64,-,-,-,quarth_(j)
MBC1,64,-,-,-,quarth_(u)_[!]
MBC5,1024,-,-,-,quest_-_fantasy_challenge_(u)_[c][!]
MBC5,1024,8,Yes,-,quest_for_camelot_(e)_(m6)_[c][!]
MBC5,1024,8,Yes,-,quest_for_camelot_(u)_(m3)_[c][!]
MBC5,2048,8,Yes,-,quest_rpg_-_brian's_journey_(u)_[c][!]
MBC5,1024,8,Yes,-,qui_qui_(j)_[c][!]
MBC1,256,-,-,-,quiz_sekai_ha_show_by_shoubai!!_(j)
MBC1,256,-,-,-,race_days_(dirty_racing_&_4_wheel_drive)_(e)
MBC1,256,-,-,-,race_days_(dirty_racing_&_4_wheel_drive)_(u)
MBC1,128,-,-,-,race_drivin'_(u)_[!]
MBC1,512,32,Yes,-,racing_mini_4wd_(j)_[s]
MBC3,1024,32,Yes,-,racing_mini_4wd_-_let's_go!!_max_(j)_[s]
MBC1,64,-,-,-,racing_tamashii_(j)_[!]
MBC1,128,-,-,-,radar_mission_(j)
MBC1,128,-,-,-,radar_mission_(ue)_[!]
MBC5,2048,8,Yes,-,radikal_bikers_(e)_(m4)_(prototype)_[c]
MBC1,256,-,-,-,raging_fighter_(ue)_[!]
MBC1,64,-,-,-,railway_(sachen_4-in-1_vol._5)_(unl)_[!]
MBC5,1024,-,-,-,rainbow_islands_(e)_(m5)_[c][!]
MBC1,128,-,-,-,rainbow_prince_(unl)
MBC5,512,-,-,-,rampage_-_world_tour_(u)_[c][!]
MBC5,1024,-,-,-,rampage_2_-_universal_tour_(u)_[c][!]
MBC1,128,-,-,-,rampart_(j)
MBC1,128,-,-,-,rampart_(u)
MBC5,1024,-,-,-,rampart_(u)_[c][!]
MBC1,64,-,-,-,ranma_nibun_no_ichi_(j)
MBC1,256,-,-,-,ranma_nibun_no_ichi_-_kakugeki!!_(j)
MBC1,256,-,-,-,ranma_nibun_no_ichi_-_part_2_(j)
MBC5,512,-,-,-,rats!_(u)_(m2)_[c][!]
MBC5,4096,-,-,-,rayman_(e)_(m6)_[c][!]
MBC5,4096,-,-,-,rayman_(u)_(m6)_[c][!]
MBC5,4096,-,-,-,rayman_-_mister_dark_no_wana_(j)_[c][!]
MBC5,4096,8,Yes,-,rayman_2_-_the_great_escape_(e)_(m5)_[c][!]
MBC1,128,-,-,-,ray-thunder_(j)_[!]
MBC5,1024,-,-,-,razor_freestyle_scooter_(u)_[c][!]
RUMBLE,2048,-,-,-,ready_2_rumble_boxing_(u)_[c][!]
MBC1,512,-,-,-,real_bout_special_(j)_[s]
MBC1,128,-,-,-,"real_ghostbusters,_the_(u)_[!]"
MBC5,512,8,Yes,-,real_pro_yakyuu!_-_central_league_hen_(j)_[c][!]
MBC5,512,8,Yes,-,real_pro_yakyuu!_-_pacific_league_hen_(j)_[c][!]
MBC1,128,-,-,-,red_arremer_-_makai-mura_gaiden_(j)
MBC1,256,-,-,-,rekishi_masters_512_(j)
MBC1,256,-,-,-,rekishi_nendai_anki_point_240_(j)
MBC1,256,-,-,-,"ren_&_stimpy_show,_the_-_space_cadet_adventures_(u)_[!]"
MBC1,256,-,-,-,"ren_&_stimpy_show,_the_-_veediots!_(u)_[!]"
ROM,32,-,-,-,renju_club_(j)_[s]
MBC1,64,8,Yes,-,rentaiou_(j)
MBC5,1024,-,-,-,rescue_heroes_-_fire_frenzy_(u)_[c][!]
MBC5,512,-,-,-,reservoir_rat_(e)_(m5)_[c][!]
MBC5,2048,8,Yes,-,resident_evil_gaiden_(e)_(m5)_[c][!]
MBC5,2048,8,Yes,-,resident_evil_gaiden_(u)_[c][!]
MBC1,512,8,Yes,-,retrieve_(j)_[s]
MBC5,1024,-,-,-,return_of_the_ninja_(e)_[c][!]
MBC5,1024,-,-,-,return_of_the_ninja_(u)_[c][!]
MBC5,1024,8,Yes,-,revelations_-_the_demon_slayer_(u)_[c][!]
MBC5,1024,-,-,-,rhino_rumble_(u)_[c][!]
MBC1,128,-,-,-,riddick_bowe_boxing_(u)
MBC1,128,-,-,-,ring_rage_(j)
MBC1,128,-,-,-,ring_rage_(u)_[!]
MBC5,1024,-,-,-,rip-tide_racer_(e)_(m5)_[c][!]
MBC5,1024,-,-,-,road_champs_-_bxs_stunt_biking_(u)_[c][!]
MBC5,1024,-,-,-,road_rash_(u)_[c][!]
MBC1,128,-,-,-,road_rash_(u)_[m][!]
MBC1,128,-,-,-,roadster_(j)
MBC1,128,-,Yes,-,roadsters_'98_(u)_[c][!]
MBC5,1024,-,-,-,roadsters_trophy_(e)_(m6)_[c][!]
MBC5,1024,-,-,-,robin_hood_(e)_(m6)_[c][!]
MBC1,256,-,-,-,robin_hood_-_prince_of_thieves_(g)
MBC1,256,-,-,-,robin_hood_-_prince_of_thieves_(u)
MBC1,128,-,-,-,robocop_(j)_[m]
MBC5,1024,-,-,-,robocop_(u)_(m6)_[c][!]
MBC1,128,-,-,-,robocop_(u)_[m][!]
MBC1,128,-,-,-,robocop_2_(j)
MBC1,128,-,-,-,robocop_2_(u)
MBC1,128,-,-,-,robocop_versus_the_terminator_(u)_[!]
HUC3,1024,32,Yes,-,robopon_-_sun_version_(u)_[c][!]
HUC3,1024,32,Yes,-,robot_ponkottsu_-_moon_version_(j)_[c][!]
HUC3,1024,32,Yes,-,robot_ponkottsu_-_star_version_(j)_[c][!]
HUC3,1024,32,Yes,-,robot_ponkottsu_-_sun_version_(j)_[c][!]
MBC5,1024,8,Yes,-,robot_wars_-_metal_mayhem_(e)_(m6)_[c][!]
MBC5,1024,-,-,-,rocket_power_-_gettin'_air_(u)_[c][!]
MBC5,1024,-,-,-,rocket_racer_-_la_glisse_de_l'extreme_(f)_[c][!]
MBC5,512,-,-,-,rockman_dx3_(unl)_[c]
MBC1,256,-,-,-,rockman_world_(j)
MBC1,256,-,-,-,rockman_world_2_(j)
MBC1,256,-,-,-,rockman_world_3_(j)
MBC1,512,-,-,-,rockman_world_4_(j)
MBC1,512,-,-,-,rockman_world_4_(j)_(megaman_hack)
MBC1,512,-,-,-,rockman_world_5_(j)_[s]
MBC5,1024,8,Yes,-,rockman_x_-_cyber_mission_(j)_[c][!]
MBC5,1024,8,Yes,-,rockman_x2_-_soul_eraser_(j)_[c][!]
MBC1,512,-,-,-,rock'n_monster!!_(j)_[s]
MBC5,1024,-,-,-,rocky_mountain_trophy_hunter_(u)_[c][!]
MBC1,64,-,-,-,rodland_(j)
MBC1,64,-,-,-,rodland_(u)
MBC1,256,-,-,-,roger_clemens_mvp_baseball_(j)_[!]
MBC1,256,-,-,-,roger_clemens_mvp_baseball_(u)_[!]
MBC5,2048,8,Yes,-,rokumon_tengai_mon-colle-knight_gb_(j)_[c][!]
MBC5,1024,-,-,-,roland_garros_french_open_(e)_(m6)_[c][!]
MBC1,64,-,-,-,rolan's_curse_(u)_[!]
MBC2,128,-,Yes,-,rolan's_curse_ii_(u)_[!]
MBC5,1024,8,Yes,-,ronaldo_v.football_(e)_(m7)_[c][!]
MBC5,1024,8,Yes,-,ronaldo_v.soccer_(u)_(m4)_[c][!]
MBC5,1024,-,-,-,"roswell_conspiracies_-_aliens,_myths_&_legends_(e)_(m3)_[c][!]"
MBC5,1024,-,-,-,"roswell_conspiracies_-_aliens,_myths_&_legends_(u)_(m3)_[c][!]"
MBC5,256,-,-,-,rox_(e)_[c][!]
MBC5,256,8,Yes,-,rox_(j)_[c][!]
MBC5,2048,32,Yes,-,rpg_tsukuru_gb_(j)_[c][!]
MBC1,128,-,-,-,r-type_(j)_[!]
MBC1,128,-,-,-,r-type_(u)_[!]
MBC5,1024,8,Yes,-,r-type_dx_(j)_[c][!]
MBC5,1024,8,Yes,-,r-type_dx_(u)_[c][!]
MBC1,128,-,-,-,r-type_ii_(j)_[!]
MBC1,128,-,-,-,r-type_ii_(u)
MBC1,128,-,-,-,rubble_saver_(j)
MBC1,64,-,-,-,rubble_saver_ii_(j)
MBC5,1024,-,-,-,rugrats_-_time_travelers_(u)_[c][!]
MBC5,1024,-,-,-,rugrats_-_totally_angelica_(u)_[c][!]
MBC5,1024,-,-,-,rugrats_-_typisch_angelica_(g)_[c][!]
MBC5,1024,-,-,-,rugrats_in_paris_-_the_movie_(u)_[c][!]
MBC5,1024,-,-,-,"rugrats_movie,_the_(u)_[c][!]"
MBC1,512,-,-,-,"rugrats_movie,_the_(u)_[s]"
MBC5,1024,-,-,-,sabrina_-_the_animated_series_-_spooked!_(u)_[c][!]
MBC5,2048,-,-,-,sabrina_-_the_animated_series_-_zapped!_(e)_(m3)_[c][!]
MBC5,2048,-,-,-,sabrina_-_the_animated_series_-_zapped!_(u)_[c][!]
MBC1,256,8,Yes,-,saga_2_-_hihou_densetsu_(j)_(v1.0)
MBC1,256,8,Yes,-,saga_2_-_hihou_densetsu_(j)_(v1.1)
MBC1,256,8,Yes,-,saga_3_-_jikuu_no_hasha_(j)
MBC1,128,-,-,-,sagaia_(j)_[!]
MBC1,128,-,-,-,saiyuuki_(j)
MBC5,1024,-,-,-,sakata_gorou_kudan_no_renju_kyoushitsu_(j)_[c][!]
MBC5,4096,8,Yes,-,sakura_taisen_gb_-_geki_hana_kumi_nyuutai!_(j)_[c][!]
MBC5,4096,8,Yes,-,sakura_tasien_gb2_-_thunder_volt_sakusen_(j)_[c][!]
MBC1,256,8,Yes,-,same_game_(j)_[s]
MBC5,1024,8,Yes,-,samurai_kid_(j)_[c][!]
MBC1,512,-,-,-,samurai_shodown_(u)_[s]
MBC5,1024,-,-,-,san_francisco_rush_2049_(u)_[c][!]
MBC1,256,8,Yes,-,sangokushi_-_gameboy_han_(j)
MBC5,1024,32,Yes,-,sangokushi_-_gameboy_han_2_(j)_[c][!]
MBC1,64,-,-,-,sanrio_carnival_(j)
MBC1,64,-,-,-,sanrio_carnival_2_(j)
MBC5,1024,32,Yes,-,sanrio_timenet_-_kako_hen_(j)_[c][!]
MBC5,1024,32,Yes,-,sanrio_timenet_-_mirai_hen_(j)_[c][!]
MBC1,256,-,-,-,sanrio_uranai_party_(j)
MBC5,1024,-,-,-,santa_claus_junior_(e)_[c][!]
MBC5,2048,8,Yes,-,saru_puncher_(j)_[c][!]
MBC1,256,-,-,-,satoru_nakajima_-_f-1_hero_-_the_graded_driver_'92_(j)_[!]
MBC1,128,-,-,-,satoru_nakajima_-_f-1_hero_'91_(j)
MBC5,1024,-,-,-,scooby-doo!_-_classic_creep_capers_(u)_[c][!]
MBC1,128,-,-,-,scotland_yard_(j)
MBC5,1024,32,Yes,-,scrabble_(e)_[c][!]
MBC1,128,-,-,-,sd_command_gundam_-_g-arms_(j)_[!]
MBC2,128,-,Yes,-,sd_gundam_gaiden_-_lacroan'_heroes_(j)_[!]
MBC5,1024,-,-,-,sd_hiryuu_no_ken_ex_(j)_[c][!]
MBC5,1024,-,-,-,sd_hiryuu_no_ken_ex_(j)_[c][f1]
MBC1,512,-,-,-,sd_hiryuu_no_ken_gaiden_(j)_[s][!]
MBC1,1024,-,-,-,sd_hiryuu_no_ken_gaiden_2_(j)_[s][!]
MBC1,64,-,-,-,sd_lupin_iii_-_kinko_yaburi_daisakusen_(j)_[!]
MBC2,256,-,Yes,-,sd_saint_seiya_paradise_(j)
MBC1,128,-,-,-,sd_sengokuden_-_kunitori_monogatari_(j)_[!]
MBC2,256,-,Yes,-,sd_sengokuden_2_-_tenka_touitsu_hen_(j)_[!]
MBC2,256,-,Yes,-,sd_sengokuden_3_-_chijou_saikyou_hen_(j)_[!]
MBC1,128,-,-,-,sea_battle_(e)_(m4)
MBC1,256,-,-,-,seaquest_dsv_(u)_[s][!]
MBC1,64,-,-,-,seaside_volley_(j)
MBC5,1024,8,Yes,-,sei_hai_densetsu_(j)_[c][!]
MBC5,1024,8,Yes,-,sei_hai_densetsu_(j)_[c][f1]
MBC2,256,-,Yes,-,seiken_densetsu_(j)
MBC1,128,-,-,-,selection_-_erabareshi_mono_(j)
MBC1,512,8,Yes,-,selection_i_&_ii_(j)_[s]
MBC1,256,8,Yes,-,selection_ii_(j)
MBC5,2048,8,Yes,-,seme_com_dungeon_-_drururuaga_(j)_[c][!]
MBC2,128,-,Yes,-,sengoku_ninja-kun_-_ninja_taro_(j)
MBC5,1024,8,Yes,-,senkai_ibonroku_juntei_taisen_-_tv_animation_senkaiden_houshin_engi_yori_(j)_[c][!]
ROM,32,-,-,-,serpent_(j)
ROM,32,-,-,-,serpent_(u)
MBC5,1024,-,-,-,sesame_street_sports_(u)_[c]
MBC5,1024,-,-,-,sgt._rock_-_on_the_front_line_(u)_[c][!]
MBC1,128,-,-,-,shadow_warriors_(e)
MBC5,1024,8,Yes,-,shadowgate_classic_(e)_(v1.0)_(m5)_[c][!]
MBC5,1024,8,Yes,-,shadowgate_classic_(e)_(v1.1)_(m5)_[c][!]
MBC5,1024,8,Yes,-,shadowgate_return_(j)_[c][!]
MBC5,4096,8,Yes,-,shaman_king_chou_senjiryakketsu_-_funbari_hen_(j)_[c][!]
MBC5,4096,8,Yes,-,shaman_king_chou_senjiryakketsu_-_meramera_hen_(j)_[c][!]
MBC5,1024,-,-,-,shamus_(u)_[c][!]
ROM,32,-,-,-,shanghai_(j)
ROM,32,-,-,-,shanghai_(u)_[!]
MBC5,1024,-,-,-,shanghai_pocket_(j)_[c][!]
MBC1,256,-,-,-,shanghai_pocket_(j)_[s]
MBC5,1024,-,-,-,shanghai_pocket_(u)_(v1.0)_[c][!]
MBC5,1024,-,-,-,shanghai_pocket_(u)_(v1.1)_[c][!]
MBC5,4096,8,Yes,-,shantae_(u)_[c][!]
MBC1,512,-,-,-,shaq_fu_(u)_[s]
MBC1,256,-,-,-,shark_mx_(unl)_[c][!]
MBC5,2048,-,-,-,shaun_palmer's_pro_snowboarder_(u)_[c][!]
MBC5,2048,2,Yes,-,shawu_story_(unl)_[c]
MBC5,2048,2,Yes,-,shawu_story_(unl)_[c][a1]
MBC5,2048,32,Yes,-,shawu_story_(unl)_[c][a2]
MBC1,256,-,-,-,shikakui_atama_wo_maruku_suru_(j)
MBC5,1024,8,Yes,-,shikakui_atama_wo_maruku_suru_-_joushiki_no_shou_(j)
MBC5,1024,8,Yes,-,shikakui_atama_wo_maruku_suru_-_nanmon_no_shou_(j)
MBC1,256,-,-,-,shikakui_atama_wo_maruku_suru_-_rika_battle_hen_(j)
MBC1,256,-,-,-,shikakui_atama_wo_maruku_suru_-_sansu_battle_(j)_(v1.0)
MBC1,256,-,-,-,shikakui_atama_wo_maruku_suru_-_sansu_battle_(j)_(v1.1)
MBC1,256,-,-,-,shikakui_atama_wo_maruku_suru_-_shakai_battle_(j)
MBC1,64,-,-,-,shikinjou_(j)
MBC5,2048,32,Yes,-,shin_megami_tensei_devil_children_-_aka_no_shou_(j)_[c][!]
MBC5,2048,32,Yes,-,shin_megami_tensei_devil_children_-_kuro_no_shou_(j)_[c][!]
MBC5,2048,32,Yes,-,shin_megami_tensei_devil_children_-_shiro_no_shou_(j)_[c][!]
MBC5,2048,32,Yes,-,shin_megami_tensei_trading_card_-_card_summoner_(j)_[c][!]
MBC1,128,-,-,-,shin_nihon_pro_wrestling_tokon_sanjushi_(j)
MBC1,256,-,-,-,"shinri_game,_the_(j)"
MBC1,256,-,-,-,"shinri_game_2,_the_-_daihan_hen_(j)"
MBC5,2048,8,Yes,-,shinseiki_evangelion_-_mahjong_hokan_keikaku_(j)_[c][!]
MBC1,64,-,-,-,shippo_de_bun!_(j)_[!]
ROM,32,-,-,-,shisenshou_-_match-mania_(j)
MBC1,128,-,-,-,shonen_ashibe_-_yuuenchi_panic_(j)
MBC1,512,8,Yes,-,shou_hyper_fish_(j)_[s]
MBC5,1024,8,Yes,-,shoubushi_densetsu_tetsuya_-_shinjuku_tenun_hen_(j)_[c][!]
MBC1,128,-,-,-,shougi_(j)
MBC5,256,-,-,-,shougi_2_(j)_[c][!]
MBC1,256,-,-,-,shougi_saikyou_(j)_[s]
MBC5,2048,-,-,-,shrek_-_fairy_tale_freakdown_(u)_(m6)_[c][!]
MBC2,128,-,Yes,-,"shutokou_racing,_the_(j)_[c][!]"
MBC1,256,-,-,-,shuyaku_sentai_irem_fighter_(j)
MBC1,64,-,-,-,side_pocket_(u)_[!]
MBC1,256,-,-,-,sika_kokugo_(j)
MBC1,128,-,-,-,"simpsons,_the_-_bart_&_the_beanstalk_(j)"
MBC1,128,-,-,-,"simpsons,_the_-_bart_&_the_beanstalk_(u)"
MBC1,128,-,-,-,"simpsons,_the_-_bart_vs_the_juggernauts_(u)_[!]"
MBC1,128,-,-,-,"simpsons,_the_-_escape_from_camp_deadly_(u)_[!]"
MBC1,128,-,-,-,"simpsons,_the_-_krusty's_funhouse_(u)"
MBC5,1024,-,-,-,"simpsons,_the_-_night_of_the_living_treehouse_of_horror_(u)_[c][!]"
MBC1,128,-,-,-,skate_or_die_-_bad_'n_rad_(e)_[!]
MBC1,128,-,-,-,skate_or_die_-_bad_'n_rad_(u)
MBC1,128,-,-,-,skate_or_die_-_tour_de_thrash_(u)
MBC1,64,-,-,-,sky_ace_(sachen_4-in-1_vol._7)_(unl)_[!]
MBC1,512,-,-,-,small_soldiers_(u)_[s][!]
MBC1,128,-,-,-,"smurfs,_the_(ue)_(v1.0)_(m4)_[!]"
MBC1,128,-,-,-,"smurfs,_the_(ue)_(v1.1)_(m3)_[s][!]"
MBC1,128,-,-,-,"smurfs_2,_the_(e)_(m4)"
MBC1,256,-,-,-,"smurfs_3,_the_(e)_(m4)_[!]"
MBC5,1024,-,-,-,"smurfs_nightmare,_the_(e)_(m4)_[c][!]"
MBC1,128,-,-,-,sneaky_snakes_(ue)_[!]
MBC1,64,-,-,-,snoopy_-_magic_show_(j)
MBC1,64,-,-,-,snoopy_-_magic_show_(u)_[!]
MBC1,128,-,-,-,snoopy_no_hajimete_no_otsukai_(j)_[s][!]
MBC5,1024,-,-,-,snoopy_tennis_(j)_[c][!]
MBC5,1024,-,-,-,snoopy_tennis_(u)_(m3)_[c][!]
MBC1,128,-,-,-,snow_bros_jr._(j)
MBC1,128,-,-,-,snow_bros_jr._(u)_[!]
MBC5,1024,-,-,-,snow_white_and_the_seven_dwarfs_(e)_(m9)_[c][!]
MBC5,1024,-,-,-,snowboard_champion_(j)_[c][!]
MBC5,1024,-,-,-,snowcross_(e)_(m6)_[c][!]
MBC1,128,-,-,-,soccer_(e)_(m3)_[s][!]
MBC1,128,-,-,-,soccer_(j)
MBC1,64,-,-,-,soccer_boy_(j)
MBC5,1024,32,Yes,-,soccer_manager_(e)_(m4)_[c][!]
MBC1,64,-,-,-,soccer_mania_(ju)_[!]
MBC1,64,-,-,-,solarstriker_(ju)_[!]
MBC1,128,-,-,-,soldam_(j)
MBC2,64,-,Yes,-,solitaire_(j)
MBC1,128,-,-,-,solitaire_funpak_(u)_[!]
MBC5,1024,8,Yes,-,solomon_(j)_[c][!]
MBC1,64,-,-,-,solomon's_club_(j)
MBC1,64,-,-,-,solomon's_club_(ue)_[!]
MBC1,64,-,-,-,solomon's_club_(ue)_[a1]
MBC1,512,-,-,-,sonic_6_(unl)
MBC1,512,-,-,-,sonic_7_(unl)_[c]
MBC5,1024,8,Yes,-,soreike!_anpanman_-_5tsu_no_tou_no_ousama_(j)_[c][!]
MBC5,1024,8,Yes,-,soreike!_anpanman_-_fushigi_na_nikoniko_album_(j)_[c][!]
MBC1,128,-,-,-,soreyuke!!_kid_(j)
MBC1,256,-,-,-,soreyuke!_speedy_gonzales_(j)
ROM,32,-,-,-,soukoban_(j)
ROM,32,-,-,-,soukoban_2_(j)
